Airline,Percent Leisure Travelers, Average Business Fare , Average Leisure Fare ,Utilization,How advertised,Gate fees charged to each passenger,Gallons of Fuel Used,Origin City,Destination City,Domestic Flight
SC Airlines,57.6%," $1,197.02 ", $430.24 ,69.5%,Billboard,$16.11,6381,MSP,LAX,TRUE
Columbia,88.7%, $645.53 , $267.17 ,84.0%,None,$0.00,7009,DCA,MCO,TRUE
SC Airlines,58.7%, $480.93 , $368.37 ,66.7%,None,$22.56,6174,MIA,LAS,TRUE
SC Airlines,73.2%, $777.65 , $491.01 ,78.0%,Billboard,$21.30,7456,DTW,SFO,TRUE
Columbia,73.7%, $486.84 , $217.00 ,72.2%,None,$0.00,7737,IAH,ATL,TRUE
SC Airlines,65.8%," $1,593.33 ", $465.74 ,100.0%,Television,$19.91,7965,SYD,PVG,TRUE
Columbia,78.2%, $792.67 , $313.95 ,81.0%,Billboard,$0.00,6999,DCA,ATL,TRUE
Columbia,81.1%, $847.18 , $273.75 ,63.4%,Billboard,$0.00,7062,BWI,IAH,TRUE
SC Airlines,71.5%, $785.70 , $398.13 ,71.7%,None,$15.71,7309,MCO,DTW,TRUE
SC Airlines,48.1%," $1,084.25 ", $309.19 ,63.5%,Billboard,$19.79,6927,PHL,ATL,TRUE
Columbia,76.9%, $997.14 , $266.32 ,77.6%,Billboard,$0.00,7098,LAX,DFW,TRUE
SC Airlines,58.7%, $895.01 , $368.96 ,73.6%,Billboard,$21.71,6364,DTW,MSP,TRUE
SC Airlines,65.4%, $910.28 , $345.11 ,74.3%,None,$20.60,6046,AMS,LAX,TRUE
SC Airlines,58.2%, $772.25 , $271.28 ,70.6%,None,$24.47,6185,DFW,SFO,TRUE
Columbia,92.7%," $1,093.94 ", $352.99 ,82.9%,Billboard,$0.00,6137,MCO,ATL,TRUE
Columbia,98.3%," $1,003.90 ", $207.52 ,73.0%,None,$0.00,6420,LAS,AUS,TRUE
SC Airlines,66.5%, $702.30 , $362.25 ,70.7%,Billboard,$22.51,6477,DFW,DTW,TRUE
Columbia,72.0%, $660.11 , $326.27 ,82.1%,None,$0.00,6148,ATL,IAD,TRUE
Columbia,72.5%, $652.07 , $252.81 ,79.9%,None,$0.00,7924,LAX,ORD,TRUE
Columbia,77.1%, $815.03 , $306.31 ,68.7%,None,$0.00,7414,SLC,ORD,TRUE
Columbia,77.9%, $664.25 , $394.28 ,86.0%,None,$0.00,7995,DEN,SFO,TRUE
Columbia,85.4%, $832.67 , $358.17 ,92.7%,Billboard,$0.00,7618,SFO,BOS,TRUE
SC Airlines,61.9%, $877.57 , $418.25 ,72.0%,Billboard,$20.72,7942,DFW,LAX,TRUE
SC Airlines,62.9%," $1,185.79 ", $567.37 ,66.0%,Television,$22.76,15529,IAH,ATL,FALSE
Columbia,83.7%," $1,051.96 ", $252.01 ,78.2%,None,$0.00,7966,LGA,ORD,TRUE
Columbia,83.9%, $701.77 , $217.73 ,80.5%,None,$0.00,6793,LAS,MSP,TRUE
SC Airlines,59.3%," $2,331.70 ", $501.46 ,68.0%,Television,$19.56,14610,ATL,MSP,FALSE
Columbia,79.1%, $994.23 , $382.26 ,84.9%,Billboard,$0.00,7465,SEA,LGA,TRUE
Columbia,84.0%, $790.59 , $435.12 ,95.1%,Billboard,$0.00,7938,LAX,EWR,TRUE
Columbia,77.7%, $744.79 , $296.18 ,83.7%,Billboard,$0.00,6861,IAH,JFK,TRUE
Columbia,100.0%," $1,283.72 ", $368.27 ,91.0%,Billboard,$0.00,7941,MCO,BOS,TRUE
SC Airlines,61.7%, $671.66 , $266.98 ,69.0%,Billboard,$19.00,6357,DTW,FLL,TRUE
SC Airlines,57.1%, $785.23 , $370.45 ,62.8%,Billboard,$22.47,6017,MSP,DFW,TRUE
SC Airlines,64.7%," $3,182.39 ", $734.68 ,97.2%,Television,$17.38,14565,BOS,BKK,FALSE
SC Airlines,56.1%, $603.71 , $385.65 ,76.4%,None,$15.66,6630,LAX,MSP,TRUE
SC Airlines,63.0%," $1,360.72 ", $456.92 ,77.0%,Billboard,$18.28,6377,LAX,DTW,TRUE
SC Airlines,58.9%," $1,147.48 ", $388.21 ,68.8%,Billboard,$23.71,7945,DEN,ATL,TRUE
Columbia,90.7%, $862.40 , $330.49 ,86.6%,None,$0.00,6147,SFO,LAS,TRUE
Columbia,80.8%, $856.76 , $395.94 ,82.8%,Billboard,$0.00,6869,LAX,DFW,TRUE
SC Airlines,60.6%, $833.95 , $375.34 ,74.7%,Billboard,$22.43,6143,ATL,DEN,TRUE
SC Airlines,50.5%," $1,069.03 ", $379.09 ,67.7%,Billboard,$20.87,7170,MSP,MSP,TRUE
SC Airlines,74.1%," $1,103.47 ", $381.74 ,71.1%,Billboard,$23.46,7498,ATL,MSP,TRUE
Columbia,75.7%, $473.38 , $286.64 ,74.6%,None,$0.00,6316,SAN,MDW,TRUE
SC Airlines,60.3%, $687.76 , $398.64 ,88.0%,None,$24.27,7959,CGK,TPA,TRUE
SC Airlines,59.1%, $741.02 , $361.83 ,62.3%,Billboard,$20.13,7539,ATL,MSP,TRUE
SC Airlines,55.0%, $857.72 , $289.81 ,76.1%,None,$18.47,7453,DTW,BOS,TRUE
SC Airlines,72.2%, $545.96 , $239.44 ,66.8%,None,$16.92,6348,BWI,SFO,TRUE
Columbia,88.7%," $1,061.18 ", $219.92 ,75.4%,None,$0.00,7930,MIA,SEA,TRUE
SC Airlines,71.0%," $1,176.23 ", $352.68 ,92.4%,Billboard,$18.37,7598,BOS,MAD,TRUE
SC Airlines,74.8%," $1,690.48 ", $464.34 ,97.9%,Television,$23.61,7476,JFK,LHR,TRUE
SC Airlines,59.4%, $772.44 , $286.32 ,66.2%,None,$22.05,7342,IAH,ATL,TRUE
Columbia,88.9%, $865.33 , $231.44 ,78.9%,None,$0.00,6434,LGA,AUS,TRUE
SC Airlines,70.7%," $1,011.96 ", $241.35 ,62.7%,Billboard,$16.52,7178,PHL,LAS,TRUE
Columbia,54.9%, $566.82 , $288.02 ,82.2%,None,$0.00,7626,LAX,DFW,TRUE
Columbia,84.0%, $824.55 , $246.34 ,88.8%,None,$0.00,7717,JFK,ATL,TRUE
Columbia,89.2%," $1,177.10 ", $309.40 ,80.8%,Billboard,$0.00,6477,TPA,LAS,TRUE
SC Airlines,59.4%," $1,081.23 ", $410.98 ,69.1%,Billboard,$17.50,6573,MIA,SFO,TRUE
SC Airlines,66.4%," $1,210.70 ", $504.91 ,79.5%,Billboard,$19.40,7980,EWR,DTW,TRUE
Columbia,84.0%, $517.30 , $359.65 ,73.3%,None,$0.00,6635,TPA,SLC,TRUE
Columbia,80.8%," $1,118.91 ", $324.98 ,76.1%,None,$0.00,6335,DFW,DEN,TRUE
SC Airlines,72.5%," $1,626.46 ", $661.08 ,74.5%,Television,$15.45,15031,MDW,BOS,FALSE
SC Airlines,65.7%, $826.02 , $387.41 ,67.9%,Billboard,$16.40,7182,MSP,IAH,TRUE
Columbia,100.0%, $579.96 , $194.61 ,70.4%,None,$0.00,6046,MDW,SAN,TRUE
SC Airlines,67.8%, $774.93 , $360.24 ,63.5%,Billboard,$24.46,6782,DFW,DTW,TRUE
SC Airlines,71.8%," $1,746.24 ", $527.51 ,99.9%,Television,$20.45,6163,DXB,SFO,TRUE
SC Airlines,50.9%," $1,074.57 ", $236.75 ,63.8%,Billboard,$24.32,6368,LAS,DFW,TRUE
SC Airlines,69.0%," $1,597.55 ", $586.45 ,70.5%,Television,$20.39,13100,MSP,SFO,FALSE
SC Airlines,68.5%, $959.98 , $259.98 ,65.3%,None,$18.94,7449,DTW,MIA,TRUE
SC Airlines,67.6%," $2,933.40 ", $816.48 ,95.4%,Television,$19.83,12049,PEK,LAX,FALSE
SC Airlines,75.0%, $840.67 , $325.74 ,71.4%,None,$16.98,6780,LAS,DEN,TRUE
SC Airlines,80.2%," $1,458.91 ", $834.07 ,94.1%,Television,$24.31,14300,SYD,DTW,FALSE
SC Airlines,51.5%," $1,246.36 ", $392.18 ,70.4%,Billboard,$16.80,6494,DTW,ATL,TRUE
SC Airlines,79.1%," $1,029.56 ", $234.60 ,59.8%,Billboard,$15.70,6086,DFW,MDW,TRUE
Columbia,85.2%, $837.52 , $330.30 ,93.8%,Billboard,$0.00,7083,LAX,IAD,TRUE
SC Airlines,54.8%," $1,159.93 ", $421.95 ,68.2%,Billboard,$18.94,7063,ATL,DEN,TRUE
SC Airlines,56.6%," $3,110.08 ", $534.88 ,89.2%,Television,$17.24,14597,LAX,PVG,FALSE
Columbia,76.6%, $904.09 , $258.06 ,79.9%,Billboard,$0.00,7180,IAD,ORD,TRUE
SC Airlines,62.1%," $1,189.76 ", $633.74 ,100.0%,Television,$15.56,7513,JFK,CGK,TRUE
SC Airlines,67.0%, $926.69 , $300.04 ,68.0%,None,$24.80,6524,DTW,SLC,TRUE
SC Airlines,69.2%," $1,026.47 ", $438.98 ,69.0%,Billboard,$24.82,6319,ATL,MSP,TRUE
SC Airlines,61.1%, $554.76 , $253.07 ,69.5%,None,$21.37,6416,ATL,MSP,TRUE
SC Airlines,55.2%, $766.30 , $324.13 ,64.1%,Billboard,$15.62,6671,ATL,MDW,TRUE
SC Airlines,50.2%, $710.23 , $250.86 ,71.2%,None,$16.81,6421,SAN,MSP,TRUE
SC Airlines,54.8%," $1,058.58 ", $249.29 ,68.6%,None,$23.30,7112,MSP,MSP,TRUE
SC Airlines,52.7%, $545.12 , $394.83 ,69.2%,Billboard,$15.59,6205,MSP,ATL,TRUE
SC Airlines,66.4%," $1,185.72 ", $288.84 ,73.3%,None,$16.60,6481,ATL,ATL,TRUE
Columbia,83.6%, $486.63 , $297.65 ,80.3%,None,$0.00,6962,MIA,DCA,TRUE
SC Airlines,64.7%, $665.69 , $385.32 ,69.9%,Billboard,$17.47,7942,DTW,DFW,TRUE
SC Airlines,58.8%," $1,124.42 ", $601.30 ,72.9%,Billboard,$23.21,15559,DCA,DTW,FALSE
SC Airlines,63.4%," $1,186.39 ", $492.84 ,77.5%,Billboard,$17.00,6774,JFK,DEN,TRUE
SC Airlines,58.7%," $1,049.62 ", $371.87 ,64.4%,Billboard,$18.54,6441,MSP,IAH,TRUE
SC Airlines,73.2%," $2,292.01 ", $465.33 ,66.5%,Television,$18.72,15307,ATL,DTW,FALSE
Columbia,87.6%," $1,187.29 ", $302.28 ,87.4%,Billboard,$0.00,7708,LGA,ATL,TRUE
SC Airlines,53.4%, $672.72 , $427.71 ,77.9%,Billboard,$20.58,6556,ORD,EWR,TRUE
SC Airlines,65.7%, $893.41 , $442.75 ,68.1%,Billboard,$22.21,6508,DTW,MSP,TRUE
SC Airlines,53.6%," $2,417.65 ", $703.36 ,83.7%,Television,$20.73,14130,SFO,EWR,FALSE
SC Airlines,63.9%," $2,147.38 ", $548.12 ,65.8%,Television,$16.94,13645,DEN,BNA,FALSE
SC Airlines,74.2%, $975.91 , $440.39 ,69.9%,Billboard,$21.35,6943,MIA,DTW,TRUE
SC Airlines,71.7%," $2,265.20 ", $473.49 ,73.8%,Television,$15.97,13823,ATL,LGA,FALSE
Columbia,78.7%," $1,127.55 ", $384.88 ,90.9%,Billboard,$0.00,7302,LAX,DCA,TRUE
Columbia,78.9%, $564.94 , $253.18 ,68.3%,None,$0.00,7107,BNA,ORD,TRUE
SC Airlines,62.9%, $648.24 , $404.75 ,65.0%,Billboard,$22.59,6544,MSP,MSP,TRUE
SC Airlines,70.5%, $626.64 , $315.80 ,74.7%,None,$20.60,7876,DEN,DCA,TRUE
Columbia,100.0%, $746.88 , $355.03 ,71.9%,Billboard,$0.00,7214,MCO,PHL,TRUE
Columbia,76.5%, $555.50 , $326.99 ,70.1%,None,$0.00,7846,SAN,AUS,TRUE
Columbia,90.1%, $883.13 , $289.16 ,82.2%,None,$0.00,6283,BOS,ORD,TRUE
SC Airlines,71.7%, $866.33 , $426.40 ,75.1%,Billboard,$16.79,6043,DTW,MSP,TRUE
SC Airlines,66.3%," $2,024.82 ", $583.02 ,62.6%,Television,$23.14,13831,ATL,ORD,FALSE
SC Airlines,63.8%," $1,401.11 ", $550.75 ,70.7%,Television,$22.64,12659,ATL,LAS,FALSE
SC Airlines,70.5%," $1,012.03 ", $348.46 ,70.8%,Billboard,$24.87,6830,ORD,LAX,TRUE
SC Airlines,62.0%, $479.97 , $329.97 ,56.1%,Billboard,$16.63,6329,BWI,DFW,TRUE
Columbia,87.5%, $563.63 , $247.60 ,80.2%,None,$0.00,7416,LAS,LAS,TRUE
SC Airlines,59.1%, $636.80 , $266.54 ,74.0%,None,$20.15,7407,MSP,LAX,TRUE
SC Airlines,73.3%," $1,002.73 ", $313.03 ,64.9%,None,$18.62,6454,DTW,DTW,TRUE
SC Airlines,47.0%, $643.74 , $456.32 ,76.3%,Billboard,$21.57,7776,PHL,LAX,TRUE
SC Airlines,69.5%, $571.01 , $260.95 ,73.2%,None,$16.65,7182,IAD,ATL,TRUE
SC Airlines,58.7%," $1,097.73 ", $338.19 ,94.7%,Billboard,$21.85,7941,EWR,EWR,TRUE
SC Airlines,85.1%, $888.45 , $387.93 ,66.1%,Billboard,$21.92,7563,IAH,DTW,TRUE
SC Airlines,67.9%," $1,166.47 ", $392.51 ,68.2%,Billboard,$23.17,7623,MSP,DTW,TRUE
Columbia,86.3%, $709.91 , $292.45 ,74.7%,None,$0.00,6619,ATL,DFW,TRUE
Columbia,90.2%, $770.86 , $197.17 ,68.7%,None,$0.00,6133,MIA,PHL,TRUE
Columbia,100.0%, $967.12 , $336.60 ,75.5%,Billboard,$0.00,6894,SAN,ORD,TRUE
SC Airlines,58.5%, $828.65 , $282.20 ,69.4%,None,$17.37,7547,DEN,MSP,TRUE
Columbia,89.5%, $498.44 , $270.37 ,72.7%,None,$0.00,7184,MDW,LAS,TRUE
Columbia,88.8%," $1,237.83 ", $396.15 ,93.5%,Billboard,$0.00,7037,JFK,SFO,TRUE
Columbia,82.3%, $874.86 , $318.33 ,68.7%,None,$0.00,7823,FLL,ORD,TRUE
Columbia,77.6%, $759.00 , $228.25 ,65.6%,None,$0.00,7400,DFW,BWI,TRUE
SC Airlines,64.5%, $776.79 , $449.07 ,82.5%,Billboard,$22.13,6971,DTW,LAX,TRUE
SC Airlines,56.0%," $1,045.37 ", $335.04 ,67.5%,Billboard,$20.25,7070,PHL,SLC,TRUE
SC Airlines,56.2%, $634.04 , $240.61 ,60.4%,None,$15.50,6245,PHL,DTW,TRUE
SC Airlines,65.5%, $846.68 , $386.31 ,72.1%,Billboard,$22.02,6351,MIA,ATL,TRUE
SC Airlines,59.9%," $2,430.84 ", $758.34 ,81.0%,Television,$21.86,12377,MUC,MIA,FALSE
SC Airlines,50.4%, $738.77 , $272.78 ,61.3%,None,$23.50,7623,AUS,MSP,TRUE
SC Airlines,72.0%," $1,498.82 ", $477.72 ,75.2%,Television,$16.33,14242,IAD,MIA,FALSE
Columbia,87.8%, $656.49 , $324.40 ,76.1%,None,$0.00,7273,DEN,ORD,TRUE
SC Airlines,62.6%, $601.15 , $323.86 ,81.2%,None,$16.06,7968,EWR,MSP,TRUE
SC Airlines,88.0%, $963.83 , $321.96 ,81.1%,None,$21.82,6784,IAH,PVG,TRUE
Columbia,82.2%, $684.78 , $423.32 ,90.1%,Billboard,$0.00,6221,LAS,SFO,TRUE
SC Airlines,80.1%," $1,010.22 ", $277.38 ,66.2%,None,$21.72,6191,AUS,TPA,TRUE
Columbia,70.2%, $641.02 , $365.91 ,82.7%,None,$0.00,6232,IAD,IAH,TRUE
Columbia,81.4%, $501.45 , $282.34 ,64.3%,None,$0.00,7755,BWI,AUS,TRUE
Columbia,63.4%," $1,235.05 ", $321.59 ,82.6%,Billboard,$0.00,7722,MCO,DTW,TRUE
SC Airlines,64.8%, $990.99 , $341.24 ,85.8%,Billboard,$23.36,7522,MUC,MSP,TRUE
Columbia,100.0%, $650.11 , $269.75 ,80.9%,None,$0.00,6525,MCO,DTW,TRUE
Columbia,85.0%," $1,014.75 ", $283.60 ,73.8%,None,$0.00,6327,MIA,LAS,TRUE
Columbia,89.0%," $1,118.24 ", $227.51 ,82.9%,Billboard,$0.00,6818,MCO,SFO,TRUE
Columbia,100.0%," $1,111.37 ", $258.62 ,84.2%,Billboard,$0.00,6094,AUS,JFK,TRUE
Columbia,87.7%, $880.74 , $344.59 ,85.7%,Billboard,$0.00,7788,JFK,FLL,TRUE
SC Airlines,55.9%," $1,836.01 ", $395.88 ,58.5%,Billboard,$21.33,13054,PHX,BWI,FALSE
SC Airlines,73.1%," $1,093.55 ", $253.24 ,64.9%,None,$21.44,7299,TPA,FLL,TRUE
SC Airlines,65.7%," $1,198.82 ", $360.57 ,81.3%,Billboard,$21.35,6087,FRA,MIA,TRUE
SC Airlines,63.6%," $1,204.09 ", $353.87 ,74.2%,Billboard,$15.17,6199,DTW,DTW,TRUE
SC Airlines,72.7%," $1,543.68 ", $530.69 ,67.4%,Billboard,$20.04,12984,MSP,MSP,FALSE
SC Airlines,42.3%," $1,061.63 ", $627.50 ,68.2%,Television,$15.08,12865,LAX,ORD,FALSE
SC Airlines,90.9%," $1,151.54 ", $295.07 ,82.0%,Billboard,$21.78,7814,ORD,BKK,TRUE
SC Airlines,59.6%," $1,271.62 ", $333.62 ,78.9%,Billboard,$20.55,7482,DTW,CAN,TRUE
Columbia,73.2%, $762.39 , $317.38 ,73.1%,Billboard,$0.00,7685,LAX,BWI,TRUE
SC Airlines,64.8%," $1,195.84 ", $468.90 ,83.2%,Billboard,$20.04,6833,JFK,CLT,TRUE
SC Airlines,81.8%," $2,269.69 ", $578.01 ,68.6%,Television,$21.39,14658,ORD,DTW,FALSE
SC Airlines,60.3%, $942.96 , $346.59 ,72.9%,Billboard,$18.21,7757,MSP,DEN,TRUE
SC Airlines,75.4%," $1,358.53 ", $607.51 ,69.5%,Television,$18.51,15227,MIA,SFO,FALSE
Columbia,63.8%, $999.49 , $397.27 ,85.6%,Billboard,$0.00,7378,LAX,MCO,TRUE
SC Airlines,65.8%," $2,409.83 ", $615.82 ,72.7%,Television,$16.56,13879,ATL,DTW,FALSE
Columbia,87.8%," $1,083.20 ", $392.54 ,89.6%,Billboard,$0.00,6700,LAX,DEN,TRUE
Columbia,73.0%, $751.76 , $245.83 ,76.6%,Billboard,$0.00,7846,MDW,ATL,TRUE
SC Airlines,74.2%, $571.09 , $352.73 ,70.9%,None,$22.43,6923,DFW,EWR,TRUE
SC Airlines,77.9%," $2,329.11 ", $657.03 ,70.7%,Television,$19.58,13492,MSP,ATL,FALSE
SC Airlines,64.9%, $766.36 , $273.18 ,67.2%,None,$17.13,6297,SLC,DTW,TRUE
Columbia,82.0%, $595.43 , $382.93 ,85.9%,None,$0.00,7597,JFK,AUS,TRUE
SC Airlines,83.0%," $1,463.37 ", $640.60 ,100.0%,Television,$20.29,7368,BOS,HKG,TRUE
Columbia,71.7%, $740.81 , $302.09 ,84.7%,Billboard,$0.00,7699,JFK,DFW,TRUE
SC Airlines,61.1%, $664.80 , $265.70 ,62.6%,None,$20.33,6757,PHL,MIA,TRUE
SC Airlines,64.4%, $846.68 , $432.07 ,82.4%,Billboard,$20.81,6948,SFO,DTW,TRUE
SC Airlines,86.4%," $1,820.35 ", $735.72 ,93.2%,Television,$16.41,15745,LHR,LAS,FALSE
SC Airlines,64.7%, $717.50 , $295.72 ,59.6%,None,$17.48,7396,IAH,MSP,TRUE
SC Airlines,73.0%, $705.79 , $411.82 ,71.9%,Billboard,$19.05,7266,SAN,SFO,TRUE
SC Airlines,70.5%," $1,183.85 ", $467.29 ,78.0%,Billboard,$16.52,7531,JFK,DFW,TRUE
SC Airlines,76.8%," $1,246.95 ", $480.35 ,84.5%,Television,$21.82,6926,MSP,CDG,TRUE
Columbia,88.2%, $690.86 , $173.27 ,64.2%,None,$0.00,6814,SLC,BWI,TRUE
SC Airlines,65.1%," $1,205.81 ", $540.71 ,86.4%,Television,$23.24,7110,MUC,LGA,TRUE
SC Airlines,68.4%," $1,081.08 ", $259.89 ,62.4%,Billboard,$24.89,6969,IAH,DTW,TRUE
Columbia,81.2%, $605.14 , $281.85 ,72.0%,None,$0.00,7520,FLL,ORD,TRUE
SC Airlines,56.1%," $1,480.66 ", $534.23 ,92.6%,Television,$22.34,7002,MIA,HKG,TRUE
Columbia,77.8%, $630.73 , $347.37 ,71.8%,None,$0.00,6062,PHL,IAH,TRUE
Columbia,90.0%, $556.84 , $264.67 ,82.6%,None,$0.00,7587,MIA,EWR,TRUE
SC Airlines,77.0%, $988.93 , $490.74 ,85.5%,Billboard,$23.52,6795,MCO,BKK,TRUE
SC Airlines,67.2%," $1,681.13 ", $493.16 ,100.0%,Television,$19.42,7815,SFO,SYD,TRUE
SC Airlines,66.3%," $1,732.10 ", $605.58 ,73.6%,Television,$21.74,12549,ATL,CLT,FALSE
SC Airlines,66.4%, $854.20 , $467.05 ,73.7%,Billboard,$19.64,7379,ATL,MSP,TRUE
Columbia,76.6%, $541.17 , $188.91 ,68.8%,None,$0.00,7975,IAH,AUS,TRUE
SC Airlines,74.5%," $1,104.18 ", $402.79 ,74.1%,Billboard,$23.83,6438,MSP,MSP,TRUE
SC Airlines,58.5%," $2,253.78 ", $453.15 ,64.3%,Television,$22.16,14060,LAS,DFW,FALSE
SC Airlines,57.9%," $1,022.87 ", $490.79 ,96.4%,Billboard,$19.46,6321,CAN,CDG,TRUE
SC Airlines,72.0%," $1,034.82 ", $269.88 ,63.3%,Billboard,$24.38,6811,ORD,MCO,TRUE
SC Airlines,63.5%," $1,135.41 ", $517.36 ,94.8%,Television,$24.66,7279,ATL,DXB,TRUE
SC Airlines,54.9%, $530.75 , $216.23 ,59.3%,None,$21.22,6799,MIA,ORD,TRUE
SC Airlines,47.4%," $1,172.73 ", $426.01 ,67.5%,Billboard,$16.77,7037,DTW,ATL,TRUE
SC Airlines,76.1%," $1,014.80 ", $293.32 ,77.2%,None,$15.75,7270,BOS,MSP,TRUE
Columbia,76.7%," $1,061.71 ", $258.80 ,72.5%,Billboard,$0.00,6865,DCA,BWI,TRUE
SC Airlines,65.3%," $1,065.90 ", $525.30 ,100.0%,Television,$22.38,7212,HKG,JFK,TRUE
SC Airlines,63.3%," $1,166.94 ", $560.32 ,69.1%,Billboard,$20.93,14055,DTW,DTW,FALSE
Columbia,63.1%, $566.93 , $385.03 ,86.5%,Billboard,$0.00,7183,DFW,EWR,TRUE
Columbia,83.1%, $898.07 , $299.61 ,79.3%,Billboard,$0.00,6551,ATL,TPA,TRUE
SC Airlines,75.0%, $538.62 , $325.90 ,64.4%,None,$19.44,7716,MIA,MSP,TRUE
Columbia,100.0%, $766.56 , $342.13 ,76.5%,None,$0.00,6384,TPA,MIA,TRUE
SC Airlines,64.9%," $1,101.99 ", $299.22 ,74.5%,Billboard,$15.05,7467,CLT,IAD,TRUE
SC Airlines,55.4%," $2,315.97 ", $643.08 ,73.9%,Television,$20.49,14730,DTW,ATL,FALSE
SC Airlines,73.2%, $895.75 , $289.07 ,72.8%,Billboard,$17.34,7132,DTW,PHX,TRUE
SC Airlines,78.7%," $1,053.35 ", $414.98 ,72.1%,Billboard,$15.71,15833,LAS,DTW,FALSE
Columbia,86.5%," $1,071.56 ", $405.73 ,83.3%,Billboard,$0.00,6144,DEN,LGA,TRUE
SC Airlines,66.4%, $859.50 , $406.49 ,72.7%,Billboard,$18.43,7524,ATL,ATL,TRUE
Columbia,72.5%, $812.79 , $235.12 ,77.1%,None,$0.00,6264,LAS,PHL,TRUE
SC Airlines,72.0%," $1,246.17 ", $268.25 ,72.9%,Billboard,$24.18,6181,ORD,SAN,TRUE
SC Airlines,70.3%," $1,395.95 ", $530.14 ,96.2%,Television,$19.27,7520,SIN,DTW,TRUE
Columbia,95.7%, $587.51 , $197.14 ,70.9%,None,$0.00,6693,IAH,MIA,TRUE
SC Airlines,48.7%, $661.44 , $310.41 ,71.7%,None,$19.90,7654,DTW,DTW,TRUE
Columbia,78.9%," $1,048.61 ", $333.16 ,77.6%,Billboard,$0.00,6136,MCO,DTW,TRUE
SC Airlines,59.4%, $938.96 , $539.12 ,91.4%,Television,$21.73,7030,CGK,MSP,TRUE
Columbia,69.0%, $684.61 , $247.27 ,79.1%,Billboard,$0.00,7928,DFW,SFO,TRUE
Columbia,88.0%, $830.40 , $330.14 ,72.0%,None,$0.00,6629,AUS,DFW,TRUE
SC Airlines,57.1%," $2,671.38 ", $714.18 ,78.7%,Television,$20.89,12227,DCA,DTW,FALSE
SC Airlines,63.1%, $683.65 , $357.86 ,69.5%,Billboard,$20.64,6620,DTW,MCO,TRUE
SC Airlines,69.6%," $2,344.77 ", $675.59 ,70.8%,Television,$19.16,14474,PHX,MCO,FALSE
Columbia,82.4%," $1,024.53 ", $278.71 ,75.8%,None,$0.00,7431,DFW,ATL,TRUE
SC Airlines,57.7%, $546.84 , $277.25 ,68.8%,None,$24.81,6238,IAH,DEN,TRUE
Columbia,71.0%, $954.66 , $420.35 ,85.7%,Billboard,$0.00,7081,DFW,EWR,TRUE
Columbia,91.7%, $704.45 , $309.89 ,79.5%,None,$0.00,6934,MCO,ORD,TRUE
SC Airlines,55.6%, $533.63 , $365.59 ,64.1%,None,$19.46,6490,MCO,MIA,TRUE
SC Airlines,58.5%," $1,399.89 ", $389.27 ,87.1%,Billboard,$23.64,6230,ORD,PVG,TRUE
SC Airlines,67.8%," $3,268.16 ", $493.44 ,91.5%,Television,$21.05,15664,PEK,MSP,FALSE
Columbia,91.6%, $840.94 , $326.35 ,89.0%,None,$0.00,7460,LAX,DCA,TRUE
Columbia,87.1%, $598.40 , $385.35 ,79.9%,None,$0.00,6487,DFW,MCO,TRUE
SC Airlines,60.2%, $696.98 , $396.06 ,67.6%,Billboard,$18.02,7169,DTW,DTW,TRUE
SC Airlines,73.1%," $1,223.24 ", $417.29 ,86.9%,Billboard,$19.90,6758,FCO,DTW,TRUE
Columbia,96.2%, $917.70 , $235.99 ,69.7%,None,$0.00,6603,BNA,BNA,TRUE
SC Airlines,69.5%, $858.61 , $341.82 ,60.2%,Billboard,$18.21,6913,DEN,FLL,TRUE
Columbia,95.8%, $944.28 , $295.93 ,87.0%,Billboard,$0.00,7667,SFO,DEN,TRUE
Columbia,100.0%, $573.13 , $377.32 ,82.8%,None,$0.00,6411,SEA,TPA,TRUE
SC Airlines,54.3%," $1,114.87 ", $483.39 ,80.5%,Billboard,$17.74,7237,EWR,ATL,TRUE
SC Airlines,70.7%, $751.32 , $307.63 ,76.3%,Billboard,$17.94,7494,MSP,LGA,TRUE
SC Airlines,65.2%, $643.02 , $246.25 ,66.8%,None,$19.49,6678,ORD,AMS,TRUE
SC Airlines,65.6%," $1,014.84 ", $280.31 ,67.2%,Billboard,$17.84,6607,MCO,MSP,TRUE
SC Airlines,45.7%, $815.15 , $487.16 ,94.9%,Billboard,$18.55,7324,DXB,MCO,TRUE
Columbia,78.0%, $962.28 , $380.84 ,80.5%,Billboard,$0.00,7499,SFO,ORD,TRUE
SC Airlines,54.1%, $715.25 , $261.88 ,74.3%,None,$17.91,6806,DTW,TPA,TRUE
Columbia,90.4%, $626.50 , $422.63 ,93.2%,Billboard,$0.00,6523,JFK,LAX,TRUE
SC Airlines,51.3%, $685.75 , $236.07 ,65.8%,None,$24.90,6792,MIA,ATL,TRUE
SC Airlines,61.8%, $731.68 , $336.55 ,68.9%,None,$20.11,7959,SFO,DFW,TRUE
SC Airlines,60.6%, $766.50 , $354.46 ,76.1%,None,$20.00,6288,ATL,DCA,TRUE
Columbia,96.9%, $605.68 , $415.62 ,86.2%,Billboard,$0.00,7852,LAX,MCO,TRUE
SC Airlines,53.6%, $536.88 , $327.62 ,69.5%,None,$18.97,7552,ATL,DTW,TRUE
SC Airlines,71.7%," $1,017.40 ", $353.27 ,64.0%,Billboard,$16.52,7727,ORD,MCO,TRUE
